,y,N,i,d,K,x
125,0.569,5806,1,0,2,2
126,0.058,5806,1,0,2,2
127,0.28300000000000003,5806,1,0,2,2
128,0.148,5806,1,0,2,2
129,3.7560000000000002,5806,1,1,2,2
130,0.28500000000000003,5806,1,1,2,2
131,1.282,5806,0,1,2,2
132,0.564,5806,0,1,2,2
133,0.23800000000000002,5806,0,1,2,2
134,3.214,5806,0,1,2,2
135,0.194,5806,0,1,2,2
136,0.548,5806,0,1,2,2
137,0.482,5806,0,1,2,2
138,0.253,5806,0,1,2,2
139,0.34500000000000003,5806,0,1,2,2
140,2.5140000000000002,5806,0,1,2,2
141,0.18,5806,0,1,2,2
142,0.9670000000000001,5806,0,1,2,2
143,0.135,5806,0,1,2,2
144,0.28600000000000003,5806,0,0,2,2
145,1.133,5806,0,0,2,2
146,0.059000000000000004,5806,0,0,2,2
147,1.643,5806,0,1,2,2
148,0.349,5806,0,1,2,2
149,2.762,5806,0,1,2,2
150,0.43000000000000005,5806,0,1,2,2
151,0.117,5806,0,1,2,2
152,0.315,5806,0,1,2,2
153,0.28300000000000003,5806,0,1,2,2
154,0.801,5806,0,1,2,2
155,0.545,5806,0,1,2,2
156,0.10400000000000001,5806,0,1,2,2
157,0.06,5806,0,1,2,2
158,0.163,5806,0,1,2,2
159,0.252,5806,0,1,2,2
160,0.10400000000000001,5806,0,1,2,2
161,0.135,5806,0,1,2,2
162,0.11900000000000001,5806,0,1,2,2
163,0.253,5806,0,0,2,2
164,0.135,5806,0,0,2,2
165,0.311,5806,0,0,2,2
166,0.446,5806,0,0,2,2
167,0.262,5806,1,0,2,2
168,0.345,5806,1,0,2,2
169,0.34700000000000003,5806,1,0,2,2
170,0.148,5806,1,0,2,2
171,0.794,5806,1,1,2,2
172,0.9430000000000001,5806,1,1,2,2
173,0.16499999999999998,5806,1,1,2,2
174,0.09,5806,1,1,2,2
175,0.747,5806,1,1,2,2
176,0.179,5806,1,1,2,2
177,0.076,5806,1,1,2,2
178,0.827,5806,1,1,2,2
179,0.303,5806,1,1,2,2
180,0.51,5806,1,1,2,2
181,1.349,5806,1,1,2,2
182,1.209,5806,1,1,2,2
183,1.0550000000000002,5806,0,0,2,2
184,0.801,5806,0,0,2,2
185,0.09,5806,1,1,2,2
186,0.773,5806,1,1,2,2
187,0.34199999999999997,5806,0,1,2,2
188,0.057,5806,0,1,2,2
189,4.368,5806,1,1,2,2
190,0.10300000000000001,5806,1,1,2,2
191,1.06,5806,0,1,2,2
192,0.10400000000000001,5806,0,1,2,2
193,0.059000000000000004,5806,0,0,2,2
194,0.272,5806,1,0,2,2
195,0.354,5806,1,0,2,2
196,0.31,5806,1,0,2,2
197,0.148,5806,0,1,2,2
198,0.459,5806,0,1,2,2
199,0.15,5806,0,1,2,2
200,1.366,5806,0,1,2,2
201,0.10300000000000001,5806,0,1,2,2
202,0.607,5806,0,1,2,2
203,1.628,5806,1,0,2,2
204,0.28400000000000003,5806,1,0,2,2
205,0.359,5806,1,1,2,2
206,0.058,5806,1,1,2,2
207,0.239,5806,1,1,2,2
208,1.1440000000000001,5806,1,1,2,2
209,0.26,5806,1,1,2,2
210,0.251,5806,0,1,2,2
211,1.207,5806,1,0,2,2
212,0.17300000000000001,5806,1,0,2,2
213,0.272,5806,1,0,2,2
214,0.07200000000000001,5806,1,0,2,2
215,0.09,5806,1,0,2,2
216,0.309,5806,1,0,2,2
217,0.148,5806,1,0,2,2
218,0.29400000000000004,5806,0,0,2,2
219,0.761,5806,0,0,2,2
220,0.23800000000000002,5806,0,0,2,2
221,0.633,5806,1,0,2,2
222,0.31,5806,1,0,2,2
223,1.866,5806,0,0,2,2
224,0.135,5806,1,0,2,2
225,0.491,5806,1,0,2,2
226,0.058,5806,1,0,2,2
227,0.074,5806,1,0,2,2
228,2.812,5806,1,0,2,2
229,0.41900000000000004,5806,1,0,2,2
230,0.9119999999999999,5806,1,0,2,2
231,0.10200000000000001,5806,1,0,2,2
232,0.793,5806,1,0,2,2
233,0.10300000000000001,5806,1,0,2,2
234,0.196,5806,1,0,2,2
235,0.667,5806,1,0,2,2
236,1.538,5806,1,0,2,2
237,0.058,5806,1,0,2,2
238,0.107,5806,1,0,2,2
239,0.227,5806,1,0,2,2
240,3.895,5806,0,0,2,2
241,0.28300000000000003,5806,0,0,2,2
242,0.9410000000000001,5806,0,0,2,2
243,0.18,5806,0,0,2,2
244,0.147,5806,1,0,2,2
245,0.253,5806,1,0,2,2
246,0.061,5806,1,0,2,2
247,3.359,5806,1,0,2,2
248,0.192,5806,1,0,2,2
249,0.599,5806,1,0,2,2
250,1.017,5806,1,0,2,2
251,0.5880000000000001,5806,1,0,2,2
252,4.547,5806,1,0,2,2
253,0.463,5806,1,0,2,2
254,0.537,5806,1,0,2,2
255,0.478,5806,1,0,2,2
256,0.255,5806,1,0,2,2
257,0.057,5806,0,1,2,2
258,0.121,5806,0,1,2,2
259,0.33,5806,0,1,2,2
260,1.488,5806,0,1,2,2
261,0.87,5806,0,1,2,2
262,0.121,5806,0,1,2,2
263,0.09,5806,0,1,2,2
264,0.123,5806,0,1,2,2
265,0.673,5806,0,1,2,2
266,0.72,5806,0,1,2,2
267,0.059000000000000004,5806,0,1,2,2
268,0.09,5806,1,0,2,2
269,0.6880000000000001,5806,1,0,2,2
270,0.45999999999999996,5806,1,0,2,2
271,2.244,5806,1,0,2,2
272,0.754,5806,1,0,2,2
273,1.119,5806,1,0,2,2
274,0.5660000000000001,5806,1,0,2,2
275,0.34500000000000003,5806,1,0,2,2
276,0.478,5806,1,0,2,2
277,0.17700000000000002,5806,1,0,2,2
278,0.40499999999999997,5806,1,0,2,2
279,0.11900000000000001,5806,1,0,2,2
280,0.35800000000000004,5806,1,0,2,2
281,1.891,5806,0,1,2,2
282,1.464,5806,1,0,2,2
283,1.089,5806,1,0,2,2
284,0.136,5806,1,0,2,2
285,0.148,5806,1,0,2,2
286,0.101,5806,1,0,2,2
287,0.642,5806,1,0,2,2
288,0.10300000000000001,5806,1,0,2,2
289,0.196,5806,1,0,2,2
290,0.477,5806,0,0,2,2
291,0.41300000000000003,5806,0,0,2,2
292,0.20600000000000002,5806,0,0,2,2
293,0.10300000000000001,5806,0,0,2,2
294,1.499,5806,1,0,2,2
295,1.53,5806,1,0,2,2
296,0.193,5806,1,0,2,2
297,1.258,5806,0,1,2,2
298,0.179,5806,0,1,2,2
299,0.27,5806,0,1,2,2
300,1.428,5806,0,1,2,2
301,0.225,5806,0,1,2,2
302,1.467,5806,1,0,2,2
303,0.373,5806,1,0,2,2
304,0.181,5806,1,0,2,2
305,2.3840000000000003,5806,1,0,2,2
306,0.42,5806,1,0,2,2
307,0.403,5806,1,0,2,2
308,0.554,5806,1,0,2,2
309,0.708,5806,1,0,2,2
310,0.377,5806,1,0,2,2
311,0.106,5806,0,1,2,2
312,1.216,5806,1,1,2,2
313,1.0310000000000001,5806,1,1,2,2
314,1.123,5806,1,1,2,2
315,0.329,5806,1,1,2,2
316,0.419,5806,0,1,2,2
317,0.602,5806,0,1,2,2
318,5.215,5806,0,1,2,2
319,0.809,5806,1,0,2,2
320,0.164,5806,1,0,2,2
321,0.361,5806,1,0,2,2
322,0.768,5806,1,0,2,2
323,0.377,5806,1,0,2,2
324,0.899,5806,1,0,2,2
325,0.211,5806,1,0,2,2
326,0.255,5806,1,0,2,2
327,1.003,5806,1,0,2,2
328,0.3,5806,1,0,2,2
329,0.212,5806,1,0,2,2
330,0.598,5806,1,0,2,2
331,0.36,5806,0,0,2,2
332,0.136,5806,0,0,2,2
333,0.225,5806,0,1,2,2
334,1.111,5806,0,1,2,2
335,3.293,5806,0,1,2,2
336,1.935,5806,0,1,2,2
337,1.0350000000000001,5806,1,0,2,2
338,0.135,5806,1,0,2,2
339,0.361,5806,1,0,2,2
340,0.615,5806,1,0,2,2
341,3.51,5806,1,1,2,2
342,0.466,5806,1,1,2,2
343,0.315,5806,1,1,2,2
344,0.914,5806,1,1,2,2
345,1.051,5806,1,1,2,2
346,0.391,5806,1,1,2,2
347,0.34400000000000003,5806,1,1,2,2
348,0.719,5806,1,0,2,2
349,0.598,5806,1,0,2,2
350,0.359,5806,1,1,2,2
351,0.30000000000000004,5806,1,1,2,2
352,2.189,5806,1,1,2,2
353,0.165,5806,1,0,2,2
354,0.255,5806,1,0,2,2
355,1.2449999999999999,5806,0,1,2,2
356,1.9500000000000002,5806,0,1,2,2
357,0.15,5806,1,1,2,2
358,0.376,5806,1,1,2,2
359,3.8699999999999997,5806,1,1,2,2
360,4.019,5806,1,1,2,2
361,0.21,5806,1,1,2,2
362,0.615,5806,1,1,2,2
363,1.123,5806,1,1,2,2
364,2.848,5806,1,1,2,2
365,1.379,5806,1,1,2,2
366,0.23900000000000002,5806,0,0,2,2
367,0.43300000000000005,5806,1,0,2,2
368,0.494,5806,1,0,2,2
369,0.226,5806,1,0,2,2
370,1.14,5806,1,1,2,2
371,0.343,5806,1,1,2,2
372,1.483,5806,1,1,2,2
373,0.389,5806,1,1,2,2
374,1.125,5806,1,1,2,2
375,0.21,5806,1,1,2,2
376,0.059000000000000004,5806,1,1,2,2
377,0.074,5806,1,1,2,2
378,0.8380000000000001,5806,1,0,2,2
379,4.106,5806,1,0,2,2
380,0.137,5806,0,1,2,2
381,0.225,5806,0,1,2,2
382,1.14,5806,1,1,2,2
383,0.315,5806,1,1,2,2
384,1.064,5806,1,1,2,2
385,0.059000000000000004,5806,1,1,2,2
386,0.524,5806,1,1,2,2
387,0.194,5806,1,1,2,2
388,2.519,5806,1,1,2,2
389,0.28600000000000003,5806,1,0,2,2
390,0.225,5806,0,1,2,2
391,1.452,5806,1,0,2,2
392,0.20800000000000002,5806,1,0,2,2
393,0.373,5806,1,1,2,2
394,0.166,5806,1,1,2,2
395,0.495,5806,1,1,2,2
396,1.002,5806,1,1,2,2
397,0.28700000000000003,5806,1,1,2,2
398,0.254,5806,1,0,2,2
399,0.36,5806,1,0,2,2
400,0.796,5806,1,0,2,2
401,1.093,5806,1,0,2,2
402,0.39,5806,1,0,2,2
403,0.631,5806,0,1,2,2
404,0.508,5806,1,0,2,2
405,0.556,5806,1,0,2,2
406,0.18,5806,1,0,2,2
407,0.226,5806,1,0,2,2
408,0.165,5806,1,0,2,2
409,0.675,5806,1,0,2,2
410,1.783,5806,1,0,2,2
411,0.43400000000000005,5806,1,0,2,2
412,0.495,5806,1,0,2,2
413,1.678,5806,1,1,2,2
414,0.843,5806,1,1,2,2
415,0.299,5806,1,1,2,2
416,0.901,5806,1,0,2,2
417,1.052,5806,1,0,2,2
418,1.26,5806,1,0,2,2
419,0.615,5806,1,0,2,2
420,0.375,5806,1,0,2,2
421,2.821,5806,1,0,2,2
422,0.15000000000000002,5806,1,0,2,2
423,0.225,5806,1,0,2,2
424,0.146,5806,0,1,2,2
425,1.1600000000000001,5806,0,1,2,2
426,0.135,5806,0,1,2,2
427,0.09,5806,0,1,2,2
428,0.333,5806,0,1,2,2
429,0.46499999999999997,5806,1,0,2,2
430,0.1,5806,1,0,2,2
431,0.765,5806,1,0,2,2
432,0.33,5806,1,0,2,2
433,0.06,5806,0,0,2,2
434,0.328,5806,0,0,2,2
435,1.927,5806,0,0,2,2
436,0.405,5806,0,0,2,2
437,0.504,5806,0,0,2,2
438,1.108,5806,0,0,2,2
439,0.10300000000000001,5806,0,1,2,2
440,0.226,5806,0,1,2,2
441,1.6349999999999998,5806,0,1,2,2
442,0.34400000000000003,5806,0,1,2,2
443,1.278,5806,0,1,2,2
444,0.361,5806,0,1,2,2
445,0.674,5806,1,0,2,2
446,0.117,5806,1,0,2,2
447,2.675,5806,1,0,2,2
448,0.347,5806,1,0,2,2
449,0.387,5806,1,0,2,2
450,2.115,5806,1,0,2,2
451,0.375,5806,1,0,2,2
452,0.522,5806,1,0,2,2
453,0.225,5806,1,0,2,2
454,1.676,5806,0,0,2,2
455,0.1,5806,0,0,2,2
456,0.5469999999999999,5806,0,0,2,2
457,0.9019999999999999,5806,1,0,2,2
458,0.09,5806,1,0,2,2
459,0.116,5806,1,0,2,2
460,1.2650000000000001,5806,1,0,2,2
461,0.671,5806,1,0,2,2
462,1.13,5806,1,1,2,2
463,0.23500000000000001,5806,1,1,2,2
464,0.089,5806,1,1,2,2
465,0.27,5806,1,1,2,2
466,1.2850000000000001,5806,1,0,2,2
467,0.34099999999999997,5806,1,0,2,2
468,0.726,5806,1,0,2,2
469,0.256,5806,1,0,2,2
470,2.12,5806,1,0,2,2
471,0.971,5806,1,0,2,2
472,2.936,5806,1,0,2,2
473,1.723,5806,0,0,2,2
474,1.713,5806,0,0,2,2
475,0.884,5806,1,1,2,2
476,0.063,5806,1,1,2,2
477,0.581,5806,1,1,2,2
478,0.795,5806,1,0,2,2
479,0.36,5806,1,0,2,2
480,0.133,5806,1,0,2,2
481,0.555,5806,1,0,2,2
482,0.225,5806,1,0,2,2
483,0.617,5806,1,1,2,2
484,0.358,5806,1,1,2,2
485,1.673,5806,1,1,2,2
486,0.147,5806,1,1,2,2
487,1.676,5806,0,0,2,2
488,0.596,5806,0,0,2,2
489,0.875,5806,0,0,2,2
490,0.165,5806,0,0,2,2
491,1.876,5806,1,0,2,2
492,0.296,5806,1,0,2,2
493,0.42400000000000004,5806,1,0,2,2
494,0.182,5806,1,0,2,2
495,0.34400000000000003,5806,1,0,2,2
496,0.465,5806,1,0,2,2
497,2.8400000000000003,5806,0,1,2,2
498,0.27,5806,0,1,2,2
499,0.36,5806,0,0,2,2
500,0.45,5806,1,1,2,2
501,0.122,5806,1,1,2,2
502,0.151,5806,0,1,2,2
503,0.299,5806,0,1,2,2
504,2.677,5806,0,1,2,2
505,0.374,5806,0,1,2,2
506,0.297,5806,0,1,2,2
507,0.554,5806,0,1,2,2
508,0.10300000000000001,5806,0,1,2,2
509,0.06,5806,0,1,2,2
510,0.966,5806,0,1,2,2
511,0.089,5806,0,1,2,2
512,1.241,5806,0,1,2,2
513,1.002,5806,0,1,2,2
514,0.198,5806,0,1,2,2
515,0.342,5806,0,1,2,2
516,0.105,5806,0,1,2,2
517,0.359,5806,0,1,2,2
518,0.9750000000000001,5806,1,1,2,2
519,0.806,5806,1,1,2,2
520,2.7,5806,0,1,2,2
521,0.20700000000000002,5806,0,1,2,2
522,0.437,5806,0,1,2,2
523,1.428,5806,0,0,2,2
524,0.766,5806,0,0,2,2
525,0.8210000000000001,5806,0,0,2,2
526,0.06,5806,0,0,2,2
527,1.475,5806,0,0,2,2
528,3.387,5806,0,1,2,2
529,0.301,5806,0,1,2,2
530,0.225,5806,0,1,2,2
531,0.063,5806,0,1,2,2
532,0.509,5806,0,1,2,2
533,1.296,5806,1,0,2,2
534,2.12,5806,1,0,2,2
535,0.626,5806,0,0,2,2
536,0.9560000000000001,5806,0,0,2,2
537,0.58,5806,0,0,2,2
538,0.647,5806,0,0,2,2
539,0.36,5806,0,0,2,2
540,0.9450000000000001,5806,1,1,2,2
541,0.061,5806,1,1,2,2
542,0.221,5806,1,1,2,2
543,1.526,5806,1,1,2,2
544,0.661,5806,1,1,2,2
545,3.5200000000000005,5806,1,1,2,2
546,0.559,5806,1,1,2,2
547,1.542,5806,1,1,2,2
548,1.498,5806,1,1,2,2
549,0.441,5806,1,1,2,2
550,0.612,5806,1,1,2,2
551,0.33399999999999996,5806,1,1,2,2
552,2.4419999999999997,5806,1,0,2,2
553,0.134,5806,1,0,2,2
554,0.708,5806,1,0,2,2
555,0.195,5806,1,0,2,2
556,1.828,5806,1,1,2,2
557,0.9750000000000001,5806,1,1,2,2
558,0.51,5806,0,1,2,2
559,0.281,5806,0,1,2,2
560,0.089,5806,0,1,2,2
561,0.252,5806,0,1,2,2
562,2.4850000000000003,5806,1,0,2,2
563,0.27,5806,1,0,2,2
564,0.10400000000000001,5806,1,0,2,2
565,0.286,5806,1,0,2,2
566,0.861,5806,1,0,2,2
567,0.348,5806,1,0,2,2
568,1.786,5806,1,0,2,2
569,0.296,5806,1,0,2,2
570,0.405,5806,1,0,2,2
571,0.423,5806,1,0,2,2
572,0.387,5806,1,0,2,2
573,0.199,5806,0,1,2,2
574,1.4090000000000003,5806,0,1,2,2
575,0.179,5806,0,1,2,2
576,0.327,5806,1,0,2,2
577,0.41700000000000004,5806,1,0,2,2
578,0.795,5806,1,0,2,2
579,0.29600000000000004,5806,1,0,2,2
580,0.057,5806,1,0,2,2
581,0.303,5806,1,0,2,2
582,0.264,5806,0,1,2,2
583,0.146,5806,0,1,2,2
584,0.372,5806,1,0,2,2
585,0.359,5806,1,0,2,2
586,1.141,5806,1,0,2,2
587,0.27,5806,1,0,2,2
588,1.095,5806,1,0,2,2
589,0.629,5806,1,0,2,2
590,0.253,5806,1,0,2,2
591,0.30000000000000004,5806,1,0,2,2
592,2.352,5806,1,0,2,2
593,0.361,5806,1,0,2,2
594,0.207,5806,1,0,2,2
595,0.195,5806,1,0,2,2
596,0.511,5806,0,1,2,2
597,0.181,5806,0,1,2,2
598,0.78,5806,0,1,2,2
599,0.405,5806,0,1,2,2
600,1.008,5806,0,1,2,2
601,0.483,5806,0,1,2,2
602,0.193,5806,0,1,2,2
603,0.9730000000000001,5806,0,1,2,2
604,0.776,5806,0,1,2,2
605,0.372,5806,1,0,2,2
606,0.498,5806,1,0,2,2
607,0.244,5806,1,0,2,2
608,0.977,5806,1,0,2,2
609,0.474,5806,0,0,2,2
610,0.435,5806,0,0,2,2
611,0.18,5806,0,0,2,2
612,0.28800000000000003,5806,0,0,2,2
613,0.329,5806,0,0,2,2
614,0.281,5806,0,0,2,2
615,0.475,5806,0,0,2,2
616,0.596,5806,0,0,2,2
617,2.054,5806,0,0,2,2
618,0.328,5806,0,0,2,2
619,0.192,5806,0,0,2,2
620,0.329,5806,0,0,2,2
621,0.165,5806,0,0,2,2
622,1.7069999999999999,5806,1,0,2,2
623,3.103,5806,1,0,2,2
624,1.4040000000000001,5806,1,0,2,2
625,0.253,5806,1,0,2,2
626,0.065,5806,1,0,2,2
627,0.9590000000000001,5806,1,1,2,2
628,0.662,5806,1,1,2,2
629,0.135,5806,1,1,2,2
630,0.107,5806,1,1,2,2
631,0.575,5806,1,1,2,2
632,0.374,5806,0,1,2,2
633,0.601,5806,0,1,2,2
634,0.193,5806,0,1,2,2
635,0.675,5806,0,1,2,2
636,0.15,5806,0,1,2,2
637,0.835,5806,0,0,2,2
638,0.675,5806,0,0,2,2
639,0.105,5806,0,0,2,2
640,2.455,5806,0,0,2,2
641,0.403,5806,0,0,2,2
642,0.643,5806,0,0,2,2
643,2.324,5806,0,0,2,2
644,0.512,5806,0,0,2,2
645,1.1360000000000001,5806,1,0,2,2
646,0.212,5806,1,0,2,2
647,0.479,5806,1,0,2,2
648,0.09,5806,1,0,2,2
649,0.34099999999999997,5806,1,0,2,2
650,2.455,5806,0,0,2,2
651,0.403,5806,0,0,2,2
652,1.919,5806,0,0,2,2
653,0.332,5806,0,0,2,2
654,1.517,5806,0,0,2,2
655,1.36,5806,0,0,2,2
656,0.11900000000000001,5806,1,1,2,2
657,0.706,5806,1,1,2,2
658,0.195,5806,1,1,2,2
659,1.0659999999999998,5806,1,0,2,2
660,0.751,5806,1,0,2,2
661,0.33,5806,1,0,2,2
662,0.196,5806,1,0,2,2
663,0.12,5806,1,0,2,2
664,0.631,5806,1,0,2,2
665,0.09,5806,0,0,2,2
666,2.1310000000000002,5806,0,0,2,2
667,0.181,5806,0,0,2,2
668,0.195,5806,0,0,2,2
669,0.465,5806,0,0,2,2
670,0.795,5806,0,0,2,2
671,1.663,5806,0,1,2,2
672,0.764,5806,1,1,2,2
673,1.261,5806,0,1,2,2
674,1.2890000000000001,5806,0,0,2,2
675,0.405,5806,0,1,2,2
676,0.584,5806,0,1,2,2
677,1.2890000000000001,5806,0,0,2,2
678,2.324,5806,0,0,2,2
679,2.715,5806,0,0,2,2
680,0.30000000000000004,5806,0,0,2,2
681,0.121,5806,0,1,2,2
682,1.171,5806,0,1,2,2
683,0.629,5806,0,1,2,2
684,5.01,5806,1,1,2,2
685,1.5310000000000001,5806,0,1,2,2
686,0.374,5806,0,1,2,2
687,1.02,5806,1,0,2,2
688,1.2630000000000001,5806,1,0,2,2
689,4.029,5806,1,0,2,2
690,1.082,5806,1,0,2,2
691,0.09,5806,1,0,2,2
692,0.851,5806,1,0,2,2
693,0.241,5806,1,0,2,2
694,0.631,5806,1,0,2,2
695,1.0659999999999998,5806,1,0,2,2
696,0.315,5806,1,0,2,2
697,2.6710000000000003,5806,0,0,2,2
698,0.315,5806,0,0,2,2
699,0.269,5806,0,0,2,2
700,1.214,5806,0,0,2,2
701,1.6620000000000001,5806,0,0,2,2
702,1.186,5806,0,0,2,2
703,0.329,5806,0,0,2,2
704,0.706,5806,1,0,2,2
705,0.301,5806,1,0,2,2
706,0.195,5806,1,0,2,2
707,4.951,5806,1,0,2,2
708,1.393,5806,1,0,2,2
709,0.28600000000000003,5806,1,0,2,2
710,0.869,5806,0,1,2,2
711,0.28700000000000003,5806,0,1,2,2
712,2.1900000000000004,5806,0,1,2,2
713,0.373,5806,0,1,2,2
714,0.72,5806,1,1,2,2
715,0.373,5806,1,1,2,2
716,0.134,5806,1,1,2,2
717,0.149,5806,1,1,2,2
718,0.779,5806,0,1,2,2
719,0.149,5806,0,1,2,2
720,0.87,5806,1,1,2,2
721,0.361,5806,1,1,2,2
722,0.136,5806,1,0,2,2
723,0.7949999999999999,5806,1,0,2,2
724,0.225,5806,1,0,2,2
725,0.51,5806,1,0,2,2
726,0.48000000000000004,5806,1,1,2,2
727,0.614,5806,1,1,2,2
728,0.224,5806,1,1,2,2
729,0.06,5806,0,0,2,2
730,0.15,5806,0,0,2,2
731,0.8700000000000001,5806,0,0,2,2
732,1.588,5806,0,1,2,2
733,0.21,5806,1,0,2,2
734,1.321,5806,1,0,2,2
735,0.539,5806,1,0,2,2
736,0.15,5806,1,0,2,2
737,0.884,5806,0,0,2,2
738,0.66,5806,0,0,2,2
739,1.59,5806,1,0,2,2
740,0.21,5806,1,0,2,2
741,0.374,5806,1,0,2,2
742,0.225,5806,1,0,2,2
743,0.075,5806,0,1,2,2
744,1.8610000000000002,5806,1,0,2,2
745,0.302,5806,1,0,2,2
746,0.209,5806,0,1,2,2
747,0.419,5806,0,1,2,2
748,1.817,5806,0,1,2,2
749,0.331,5806,0,1,2,2
750,0.135,5806,1,1,2,2
751,1.02,5806,1,1,2,2
752,0.479,5806,1,1,2,2
753,0.69,5806,1,1,2,2
754,0.10400000000000001,5806,1,1,2,2
755,1.5910000000000002,5806,1,0,2,2
756,1.44,5806,1,0,2,2
757,0.631,5806,1,0,2,2
758,0.269,5806,0,0,2,2
759,2.982,5806,0,0,2,2
760,0.076,5806,1,0,2,2
761,2.293,5806,1,0,2,2
762,1.126,5806,1,1,2,2
763,2.0540000000000003,5806,0,0,2,2
764,1.4689999999999999,5806,1,1,2,2
765,0.20800000000000002,5806,1,1,2,2
766,0.48,5806,1,0,2,2
767,1.695,5806,1,0,2,2
768,0.061,5806,0,0,2,2
769,0.884,5806,0,0,2,2
770,1.3940000000000001,5806,1,0,2,2
771,0.675,5806,1,0,2,2
772,0.766,5806,1,0,2,2
773,0.135,5806,1,0,2,2
774,0.225,5806,0,0,2,2
775,2.233,5806,0,0,2,2
