,y,N,i,d,K,x
83,0.193,5378,0,0,2,2
84,0.059000000000000004,5378,0,0,2,2
85,1.171,5378,1,1,2,2
86,0.10200000000000001,5378,0,0,2,2
87,5.422,5378,1,1,2,2
88,0.058,5378,1,1,2,2
89,1.3840000000000001,5378,1,1,2,2
90,0.132,5378,1,1,2,2
91,0.147,5378,1,1,2,2
92,0.195,5378,1,1,2,2
93,0.135,5378,1,0,2,2
94,0.44500000000000006,5378,1,0,2,2
95,0.501,5378,1,0,2,2
96,0.075,5378,1,0,2,2
97,0.356,5378,1,0,2,2
98,0.09,5378,1,0,2,2
99,0.6880000000000001,5378,1,0,2,2
100,0.196,5378,1,0,2,2
101,0.105,5378,1,0,2,2
102,1.694,5378,1,0,2,2
103,4.251,5378,1,0,2,2
104,0.6900000000000001,5378,1,1,2,2
105,0.10300000000000001,5378,1,1,2,2
106,0.23800000000000002,5378,0,1,2,2
107,0.44600000000000006,5378,0,1,2,2
108,0.11800000000000001,5378,0,1,2,2
109,0.058,5378,0,1,2,2
110,0.075,5378,1,0,2,2
111,0.135,5378,1,0,2,2
112,0.569,5378,1,0,2,2
113,0.10300000000000001,5378,1,0,2,2
114,3.7560000000000002,5378,1,1,2,2
115,0.28500000000000003,5378,1,1,2,2
116,1.282,5378,0,1,2,2
117,0.564,5378,0,1,2,2
118,0.23800000000000002,5378,0,1,2,2
119,3.214,5378,0,1,2,2
120,0.194,5378,0,1,2,2
121,0.548,5378,0,1,2,2
122,0.482,5378,0,1,2,2
123,0.253,5378,0,1,2,2
124,0.34500000000000003,5378,0,1,2,2
125,2.5140000000000002,5378,0,1,2,2
126,0.18,5378,0,1,2,2
127,0.9670000000000001,5378,0,1,2,2
128,0.135,5378,0,1,2,2
129,0.09,5378,0,0,2,2
130,0.224,5378,0,0,2,2
131,0.105,5378,0,0,2,2
132,0.419,5378,0,0,2,2
133,0.059000000000000004,5378,0,0,2,2
134,1.524,5378,0,1,2,2
135,0.349,5378,0,1,2,2
136,2.762,5378,0,1,2,2
137,0.193,5378,0,1,2,2
138,0.117,5378,0,1,2,2
139,0.315,5378,0,1,2,2
140,0.28300000000000003,5378,0,1,2,2
141,0.349,5378,0,1,2,2
142,0.545,5378,0,1,2,2
143,0.06,5378,0,1,2,2
144,0.163,5378,0,1,2,2
145,0.135,5378,0,1,2,2
146,0.11900000000000001,5378,0,1,2,2
147,0.088,5378,0,0,2,2
148,0.06,5378,0,0,2,2
149,0.311,5378,0,0,2,2
150,0.09,5378,0,0,2,2
151,0.253,5378,0,0,2,2
152,0.262,5378,1,0,2,2
153,0.345,5378,1,0,2,2
154,0.18,5378,1,1,2,2
155,0.061,5378,1,1,2,2
156,0.9430000000000001,5378,1,1,2,2
157,0.16499999999999998,5378,1,1,2,2
158,0.09,5378,1,1,2,2
159,0.628,5378,1,1,2,2
160,0.179,5378,1,1,2,2
161,0.076,5378,1,1,2,2
162,0.303,5378,1,1,2,2
163,0.51,5378,1,1,2,2
164,1.349,5378,1,1,2,2
165,1.209,5378,1,1,2,2
166,1.0550000000000002,5378,0,0,2,2
167,0.801,5378,0,0,2,2
168,0.09,5378,1,1,2,2
169,0.773,5378,1,1,2,2
170,0.34199999999999997,5378,0,1,2,2
171,4.368,5378,1,1,2,2
172,0.10300000000000001,5378,1,1,2,2
173,1.06,5378,0,1,2,2
174,0.059000000000000004,5378,0,0,2,2
175,0.272,5378,1,0,2,2
176,0.354,5378,1,0,2,2
177,0.31,5378,1,0,2,2
178,0.148,5378,0,1,2,2
179,0.459,5378,0,1,2,2
180,0.15,5378,0,1,2,2
181,1.1720000000000002,5378,0,1,2,2
182,0.10300000000000001,5378,0,1,2,2
183,0.607,5378,0,1,2,2
184,0.8380000000000001,5378,1,0,2,2
185,0.28400000000000003,5378,1,0,2,2
186,0.239,5378,1,1,2,2
187,1.1440000000000001,5378,1,1,2,2
188,0.20400000000000001,5378,1,1,2,2
189,0.251,5378,0,1,2,2
190,1.207,5378,1,0,2,2
191,0.17300000000000001,5378,1,0,2,2
192,0.272,5378,1,0,2,2
193,0.09,5378,1,0,2,2
194,0.146,5378,1,0,2,2
195,0.10400000000000001,5378,1,0,2,2
196,0.29400000000000004,5378,0,0,2,2
197,0.761,5378,0,0,2,2
198,0.23800000000000002,5378,0,0,2,2
199,0.559,5378,1,0,2,2
200,0.31,5378,1,0,2,2
201,0.687,5378,0,0,2,2
202,0.27,5378,0,0,2,2
203,0.491,5378,0,0,2,2
204,0.135,5378,1,0,2,2
205,0.491,5378,1,0,2,2
206,1.2269999999999999,5378,1,0,2,2
207,0.8220000000000001,5378,1,0,2,2
208,0.9119999999999999,5378,1,0,2,2
209,0.10200000000000001,5378,1,0,2,2
210,0.793,5378,1,0,2,2
211,0.10300000000000001,5378,1,0,2,2
212,0.196,5378,1,0,2,2
213,0.667,5378,1,0,2,2
214,1.538,5378,1,0,2,2
215,0.058,5378,1,0,2,2
216,0.107,5378,1,0,2,2
217,0.227,5378,1,0,2,2
218,1.848,5378,0,0,2,2
219,1.794,5378,0,0,2,2
220,0.9410000000000001,5378,0,0,2,2
221,0.18,5378,0,0,2,2
222,0.253,5378,1,0,2,2
223,0.061,5378,1,0,2,2
224,0.7070000000000001,5378,1,0,2,2
225,2.516,5378,1,0,2,2
226,0.192,5378,1,0,2,2
227,0.285,5378,1,0,2,2
228,0.5820000000000001,5378,1,0,2,2
229,0.5880000000000001,5378,1,0,2,2
230,0.45499999999999996,5378,1,0,2,2
231,2.8930000000000002,5378,1,0,2,2
232,0.463,5378,1,0,2,2
233,0.537,5378,1,0,2,2
234,0.10200000000000001,5378,1,0,2,2
235,0.255,5378,1,0,2,2
236,0.057,5378,0,1,2,2
237,0.20400000000000001,5378,0,1,2,2
238,1.092,5378,0,1,2,2
239,0.87,5378,0,1,2,2
240,0.121,5378,0,1,2,2
241,0.09,5378,0,1,2,2
242,0.123,5378,0,1,2,2
243,0.673,5378,0,1,2,2
244,0.72,5378,0,1,2,2
245,0.059000000000000004,5378,0,1,2,2
246,0.09,5378,1,0,2,2
247,0.6880000000000001,5378,1,0,2,2
248,0.265,5378,1,0,2,2
249,1.137,5378,1,0,2,2
250,0.9140000000000001,5378,1,0,2,2
251,0.342,5378,1,0,2,2
252,0.10300000000000001,5378,1,0,2,2
253,0.9850000000000001,5378,1,0,2,2
254,0.5660000000000001,5378,1,0,2,2
255,0.34500000000000003,5378,1,0,2,2
256,0.10200000000000001,5378,1,0,2,2
257,0.11900000000000001,5378,1,0,2,2
258,0.40499999999999997,5378,1,0,2,2
259,0.11900000000000001,5378,1,0,2,2
260,0.35800000000000004,5378,1,0,2,2
261,1.891,5378,0,1,2,2
262,1.3880000000000001,5378,1,0,2,2
263,0.687,5378,1,0,2,2
264,0.328,5378,1,0,2,2
265,0.10300000000000001,5378,1,0,2,2
266,0.196,5378,1,0,2,2
267,0.477,5378,0,0,2,2
268,0.309,5378,0,0,2,2
269,0.10300000000000001,5378,0,0,2,2
270,1.499,5378,1,0,2,2
271,1.53,5378,1,0,2,2
272,0.193,5378,1,0,2,2
273,1.258,5378,0,1,2,2
274,0.179,5378,0,1,2,2
275,0.27,5378,0,1,2,2
276,1.428,5378,0,1,2,2
277,1.467,5378,1,0,2,2
278,0.373,5378,1,0,2,2
279,0.181,5378,1,0,2,2
280,2.3840000000000003,5378,1,0,2,2
281,0.42,5378,1,0,2,2
282,0.403,5378,1,0,2,2
283,0.332,5378,1,0,2,2
284,0.376,5378,1,0,2,2
285,0.226,5378,1,0,2,2
286,0.8230000000000001,5378,1,1,2,2
287,1.123,5378,1,1,2,2
288,0.329,5378,1,1,2,2
289,3.146,5378,0,1,2,2
290,0.809,5378,1,0,2,2
291,0.164,5378,1,0,2,2
292,0.421,5378,1,0,2,2
293,0.377,5378,1,0,2,2
294,0.899,5378,1,0,2,2
295,0.255,5378,1,0,2,2
296,0.3,5378,1,0,2,2
297,0.212,5378,1,0,2,2
298,0.598,5378,1,0,2,2
299,0.36,5378,0,0,2,2
300,0.136,5378,0,0,2,2
301,0.225,5378,0,1,2,2
302,1.111,5378,0,1,2,2
303,3.293,5378,0,1,2,2
304,1.935,5378,0,1,2,2
305,1.0350000000000001,5378,1,0,2,2
306,0.135,5378,1,0,2,2
307,0.361,5378,1,0,2,2
308,0.255,5378,1,0,2,2
309,2.07,5378,1,1,2,2
310,0.466,5378,1,1,2,2
311,0.315,5378,1,1,2,2
312,1.051,5378,1,1,2,2
313,0.391,5378,1,1,2,2
314,0.34400000000000003,5378,1,1,2,2
315,0.719,5378,1,0,2,2
316,0.598,5378,1,0,2,2
317,0.359,5378,1,1,2,2
318,0.30000000000000004,5378,1,1,2,2
319,0.301,5378,1,1,2,2
320,1.633,5378,1,1,2,2
321,0.165,5378,1,0,2,2
322,0.255,5378,1,0,2,2
323,1.2449999999999999,5378,0,1,2,2
324,1.9500000000000002,5378,0,1,2,2
325,0.376,5378,1,1,2,2
326,3.8699999999999997,5378,1,1,2,2
327,4.019,5378,1,1,2,2
328,0.21,5378,1,1,2,2
329,0.615,5378,1,1,2,2
330,1.123,5378,1,1,2,2
331,2.848,5378,1,1,2,2
332,1.379,5378,1,1,2,2
333,0.23900000000000002,5378,0,0,2,2
334,0.43300000000000005,5378,1,0,2,2
335,0.494,5378,1,0,2,2
336,0.226,5378,1,0,2,2
337,1.14,5378,1,1,2,2
338,0.343,5378,1,1,2,2
339,1.483,5378,1,1,2,2
340,0.389,5378,1,1,2,2
341,1.125,5378,1,1,2,2
342,0.21,5378,1,1,2,2
343,0.466,5378,1,0,2,2
344,2.7720000000000002,5378,1,0,2,2
345,0.974,5378,1,0,2,2
346,1.14,5378,1,1,2,2
347,0.105,5378,1,1,2,2
348,0.675,5378,1,1,2,2
349,0.059000000000000004,5378,1,1,2,2
350,0.524,5378,1,1,2,2
351,0.194,5378,1,1,2,2
352,2.519,5378,1,1,2,2
353,0.28600000000000003,5378,1,0,2,2
354,0.20800000000000002,5378,1,0,2,2
355,0.373,5378,1,1,2,2
356,0.166,5378,1,1,2,2
357,0.495,5378,1,1,2,2
358,1.002,5378,1,1,2,2
359,0.28700000000000003,5378,1,1,2,2
360,0.254,5378,1,0,2,2
361,0.36,5378,1,0,2,2
362,1.093,5378,1,0,2,2
363,0.39,5378,1,0,2,2
364,0.631,5378,0,1,2,2
365,0.508,5378,1,0,2,2
366,0.556,5378,1,0,2,2
367,0.18,5378,1,0,2,2
368,0.226,5378,1,0,2,2
369,0.165,5378,1,0,2,2
370,1.783,5378,1,0,2,2
371,0.43400000000000005,5378,1,0,2,2
372,0.495,5378,1,0,2,2
373,1.306,5378,1,1,2,2
374,0.843,5378,1,1,2,2
375,0.299,5378,1,1,2,2
376,0.556,5378,1,0,2,2
377,1.052,5378,1,0,2,2
378,1.26,5378,1,0,2,2
379,0.615,5378,1,0,2,2
380,2.435,5378,1,0,2,2
381,0.15000000000000002,5378,1,0,2,2
382,0.225,5378,1,0,2,2
383,0.146,5378,0,1,2,2
384,1.1600000000000001,5378,0,1,2,2
385,0.135,5378,0,1,2,2
386,0.09,5378,0,1,2,2
387,0.333,5378,0,1,2,2
388,0.10400000000000001,5378,1,0,2,2
389,0.259,5378,1,0,2,2
390,0.33,5378,1,0,2,2
391,0.06,5378,0,0,2,2
392,0.10300000000000001,5378,0,0,2,2
393,1.927,5378,0,0,2,2
394,0.312,5378,0,0,2,2
395,0.596,5378,0,0,2,2
396,0.10300000000000001,5378,0,1,2,2
397,1.6349999999999998,5378,0,1,2,2
398,0.34400000000000003,5378,0,1,2,2
399,1.027,5378,0,1,2,2
400,0.361,5378,0,1,2,2
401,0.674,5378,1,0,2,2
402,0.117,5378,1,0,2,2
403,1.9520000000000002,5378,1,0,2,2
404,0.618,5378,1,0,2,2
405,0.135,5378,1,0,2,2
406,0.387,5378,1,0,2,2
407,0.253,5378,1,0,2,2
408,1.533,5378,1,0,2,2
409,0.375,5378,1,0,2,2
410,0.522,5378,1,0,2,2
411,0.225,5378,1,0,2,2
412,1.462,5378,0,0,2,2
413,0.1,5378,0,0,2,2
414,0.5469999999999999,5378,0,0,2,2
415,0.529,5378,1,0,2,2
416,0.313,5378,1,0,2,2
417,0.09,5378,1,0,2,2
418,0.116,5378,1,0,2,2
419,1.2650000000000001,5378,1,0,2,2
420,0.671,5378,1,0,2,2
421,1.13,5378,1,1,2,2
422,0.23500000000000001,5378,1,1,2,2
423,0.089,5378,1,1,2,2
424,0.27,5378,1,1,2,2
425,0.659,5378,1,0,2,2
426,0.193,5378,1,0,2,2
427,0.726,5378,1,0,2,2
428,0.256,5378,1,0,2,2
429,2.12,5378,1,0,2,2
430,0.971,5378,1,0,2,2
431,2.936,5378,1,0,2,2
432,1.0210000000000001,5378,0,0,2,2
433,1.713,5378,0,0,2,2
434,0.884,5378,1,1,2,2
435,0.063,5378,1,1,2,2
436,0.581,5378,1,1,2,2
437,0.795,5378,1,0,2,2
438,0.36,5378,1,0,2,2
439,0.133,5378,1,0,2,2
440,0.466,5378,1,0,2,2
441,0.225,5378,1,0,2,2
442,0.617,5378,1,1,2,2
443,0.358,5378,1,1,2,2
444,1.673,5378,1,1,2,2
445,0.147,5378,1,1,2,2
446,0.359,5378,0,0,2,2
447,0.99,5378,0,0,2,2
448,0.596,5378,0,0,2,2
449,0.243,5378,0,0,2,2
450,0.328,5378,0,0,2,2
451,0.165,5378,0,0,2,2
452,1.214,5378,1,0,2,2
453,0.296,5378,1,0,2,2
454,0.42400000000000004,5378,1,0,2,2
455,0.182,5378,1,0,2,2
456,0.34400000000000003,5378,1,0,2,2
457,0.20600000000000002,5378,1,0,2,2
458,2.7350000000000003,5378,0,1,2,2
459,0.27,5378,0,1,2,2
460,0.36,5378,0,0,2,2
461,0.45,5378,1,1,2,2
462,0.122,5378,1,1,2,2
463,0.151,5378,0,1,2,2
464,2.677,5378,0,1,2,2
465,0.374,5378,0,1,2,2
466,0.554,5378,0,1,2,2
467,0.10300000000000001,5378,0,1,2,2
468,0.06,5378,0,1,2,2
469,0.966,5378,0,1,2,2
470,0.089,5378,0,1,2,2
471,1.241,5378,0,1,2,2
472,0.882,5378,0,1,2,2
473,0.198,5378,0,1,2,2
474,0.342,5378,0,1,2,2
475,0.105,5378,0,1,2,2
476,0.359,5378,0,1,2,2
477,0.9750000000000001,5378,1,1,2,2
478,0.806,5378,1,1,2,2
479,2.7,5378,0,1,2,2
480,0.20700000000000002,5378,0,1,2,2
481,0.437,5378,0,1,2,2
482,1.428,5378,0,0,2,2
483,0.766,5378,0,0,2,2
484,0.8210000000000001,5378,0,0,2,2
485,0.06,5378,0,0,2,2
486,0.626,5378,0,0,2,2
487,0.775,5378,0,0,2,2
488,3.387,5378,0,1,2,2
489,0.301,5378,0,1,2,2
490,0.063,5378,0,1,2,2
491,0.509,5378,0,1,2,2
492,1.296,5378,1,0,2,2
493,1.772,5378,1,0,2,2
494,0.626,5378,0,0,2,2
495,0.9560000000000001,5378,0,0,2,2
496,0.58,5378,0,0,2,2
497,0.9450000000000001,5378,1,1,2,2
498,0.061,5378,1,1,2,2
499,0.221,5378,1,1,2,2
500,0.389,5378,1,1,2,2
501,0.661,5378,1,1,2,2
502,3.5200000000000005,5378,1,1,2,2
503,0.559,5378,1,1,2,2
504,1.435,5378,1,1,2,2
505,1.498,5378,1,1,2,2
506,0.107,5378,1,1,2,2
507,0.612,5378,1,1,2,2
508,0.33399999999999996,5378,1,1,2,2
509,2.1689999999999996,5378,1,0,2,2
510,0.134,5378,1,0,2,2
511,0.34700000000000003,5378,1,0,2,2
512,1.828,5378,1,1,2,2
513,0.9750000000000001,5378,1,1,2,2
514,0.51,5378,0,1,2,2
515,0.281,5378,0,1,2,2
516,0.089,5378,0,1,2,2
517,0.252,5378,0,1,2,2
518,1.137,5378,1,0,2,2
519,0.437,5378,1,0,2,2
520,0.27,5378,1,0,2,2
521,0.10400000000000001,5378,1,0,2,2
522,0.286,5378,1,0,2,2
523,0.861,5378,1,0,2,2
524,0.348,5378,1,0,2,2
525,1.786,5378,1,0,2,2
526,0.296,5378,1,0,2,2
527,0.405,5378,1,0,2,2
528,0.423,5378,1,0,2,2
529,0.135,5378,1,0,2,2
530,0.199,5378,0,1,2,2
531,1.4090000000000003,5378,0,1,2,2
532,0.179,5378,0,1,2,2
533,0.327,5378,1,0,2,2
534,0.41700000000000004,5378,1,0,2,2
535,0.795,5378,1,0,2,2
536,0.29600000000000004,5378,1,0,2,2
537,0.057,5378,1,0,2,2
538,0.225,5378,1,0,2,2
539,0.264,5378,0,1,2,2
540,0.146,5378,0,1,2,2
541,0.372,5378,1,0,2,2
542,0.359,5378,1,0,2,2
543,1.141,5378,1,0,2,2
544,0.27,5378,1,0,2,2
545,1.095,5378,1,0,2,2
546,0.629,5378,1,0,2,2
547,0.136,5378,1,0,2,2
548,0.30000000000000004,5378,1,0,2,2
549,2.0549999999999997,5378,1,0,2,2
550,0.361,5378,1,0,2,2
551,0.15,5378,1,0,2,2
552,0.195,5378,1,0,2,2
553,0.511,5378,0,1,2,2
554,0.181,5378,0,1,2,2
555,0.78,5378,0,1,2,2
556,0.405,5378,0,1,2,2
557,1.008,5378,0,1,2,2
558,0.483,5378,0,1,2,2
559,0.193,5378,0,1,2,2
560,0.9730000000000001,5378,0,1,2,2
561,0.776,5378,0,1,2,2
562,0.372,5378,1,0,2,2
563,0.191,5378,1,0,2,2
564,0.977,5378,1,0,2,2
565,0.161,5378,0,0,2,2
566,0.435,5378,0,0,2,2
567,0.18,5378,0,0,2,2
568,0.28800000000000003,5378,0,0,2,2
569,0.281,5378,0,0,2,2
570,0.475,5378,0,0,2,2
571,0.596,5378,0,0,2,2
572,0.8109999999999999,5378,0,0,2,2
573,0.10200000000000001,5378,0,0,2,2
574,0.334,5378,0,0,2,2
575,0.192,5378,0,0,2,2
576,0.329,5378,0,0,2,2
577,1.7069999999999999,5378,1,0,2,2
578,3.103,5378,1,0,2,2
579,1.4040000000000001,5378,1,0,2,2
580,0.253,5378,1,0,2,2
581,0.065,5378,1,0,2,2
582,0.107,5378,1,1,2,2
583,0.522,5378,1,1,2,2
584,0.662,5378,1,1,2,2
585,0.135,5378,1,1,2,2
586,0.107,5378,1,1,2,2
587,0.515,5378,1,1,2,2
588,0.601,5378,0,1,2,2
589,0.675,5378,0,1,2,2
590,0.15,5378,0,1,2,2
591,0.835,5378,0,0,2,2
592,0.675,5378,0,0,2,2
593,0.839,5378,0,0,2,2
594,1.2690000000000001,5378,0,0,2,2
595,0.403,5378,0,0,2,2
596,0.643,5378,0,0,2,2
597,2.324,5378,0,0,2,2
598,0.512,5378,0,0,2,2
599,1.1360000000000001,5378,1,0,2,2
600,0.212,5378,1,0,2,2
601,0.479,5378,1,0,2,2
602,0.09,5378,1,0,2,2
603,0.34099999999999997,5378,1,0,2,2
604,2.265,5378,0,0,2,2
605,1.56,5378,0,0,2,2
606,0.332,5378,0,0,2,2
607,1.517,5378,0,0,2,2
608,1.36,5378,0,0,2,2
609,0.11900000000000001,5378,1,1,2,2
610,0.706,5378,1,1,2,2
611,0.195,5378,1,1,2,2
612,1.0659999999999998,5378,1,0,2,2
613,0.751,5378,1,0,2,2
614,0.33,5378,1,0,2,2
615,0.196,5378,1,0,2,2
616,0.12,5378,1,0,2,2
617,0.631,5378,1,0,2,2
618,0.09,5378,0,0,2,2
619,1.862,5378,0,0,2,2
620,0.465,5378,0,0,2,2
621,0.795,5378,0,0,2,2
622,1.588,5378,0,1,2,2
623,0.764,5378,1,1,2,2
624,1.261,5378,0,1,2,2
625,1.2890000000000001,5378,0,0,2,2
626,0.405,5378,0,1,2,2
627,0.584,5378,0,1,2,2
628,0.28500000000000003,5378,0,0,2,2
629,2.324,5378,0,0,2,2
630,2.221,5378,0,0,2,2
631,0.30000000000000004,5378,0,0,2,2
632,1.171,5378,0,1,2,2
633,0.629,5378,0,1,2,2
634,4.725,5378,1,1,2,2
635,1.5310000000000001,5378,0,1,2,2
636,0.374,5378,0,1,2,2
637,1.02,5378,1,0,2,2
638,0.465,5378,1,0,2,2
639,0.465,5378,1,0,2,2
640,4.029,5378,1,0,2,2
641,1.082,5378,1,0,2,2
642,0.581,5378,1,0,2,2
643,0.075,5378,1,0,2,2
644,0.152,5378,1,0,2,2
645,0.631,5378,1,0,2,2
646,0.585,5378,1,0,2,2
647,0.12,5378,1,0,2,2
648,0.315,5378,1,0,2,2
649,0.765,5378,0,0,2,2
650,0.8089999999999999,5378,0,0,2,2
651,0.315,5378,0,0,2,2
652,0.464,5378,0,0,2,2
653,0.897,5378,0,0,2,2
654,1.186,5378,0,0,2,2
655,0.329,5378,0,0,2,2
656,0.706,5378,1,0,2,2
657,0.301,5378,1,0,2,2
658,0.195,5378,1,0,2,2
659,4.951,5378,1,0,2,2
660,0.987,5378,1,0,2,2
661,0.28600000000000003,5378,1,0,2,2
662,0.869,5378,0,1,2,2
663,0.28700000000000003,5378,0,1,2,2
664,2.1900000000000004,5378,0,1,2,2
665,0.373,5378,0,1,2,2
666,0.72,5378,1,1,2,2
667,0.373,5378,1,1,2,2
668,0.134,5378,1,1,2,2
669,0.089,5378,1,1,2,2
670,0.779,5378,0,1,2,2
671,0.149,5378,0,1,2,2
672,0.87,5378,1,1,2,2
673,0.361,5378,1,1,2,2
674,0.136,5378,1,0,2,2
675,0.614,5378,1,0,2,2
676,0.225,5378,1,0,2,2
677,0.51,5378,1,0,2,2
678,0.48000000000000004,5378,1,1,2,2
679,0.614,5378,1,1,2,2
680,0.224,5378,1,1,2,2
681,0.06,5378,0,0,2,2
682,0.15,5378,0,0,2,2
683,0.8700000000000001,5378,0,0,2,2
684,1.588,5378,0,1,2,2
685,0.21,5378,1,0,2,2
686,1.321,5378,1,0,2,2
687,0.224,5378,1,0,2,2
688,0.78,5378,0,0,2,2
689,0.66,5378,0,0,2,2
690,1.59,5378,1,0,2,2
691,0.374,5378,1,0,2,2
692,0.225,5378,1,0,2,2
693,0.075,5378,0,1,2,2
694,1.8610000000000002,5378,1,0,2,2
695,0.302,5378,1,0,2,2
696,0.209,5378,0,1,2,2
697,0.419,5378,0,1,2,2
698,1.817,5378,0,1,2,2
699,0.331,5378,0,1,2,2
700,0.135,5378,1,1,2,2
701,1.02,5378,1,1,2,2
702,0.479,5378,1,1,2,2
703,0.69,5378,1,1,2,2
704,1.3810000000000002,5378,1,0,2,2
705,1.17,5378,1,0,2,2
706,0.631,5378,1,0,2,2
707,2.801,5378,0,0,2,2
708,2.293,5378,1,0,2,2
709,1.126,5378,1,1,2,2
710,2.0540000000000003,5378,0,0,2,2
711,1.4689999999999999,5378,1,1,2,2
712,0.20800000000000002,5378,1,1,2,2
713,0.48,5378,1,0,2,2
714,1.695,5378,1,0,2,2
715,0.061,5378,0,0,2,2
716,0.884,5378,0,0,2,2
717,0.405,5378,1,0,2,2
718,0.675,5378,1,0,2,2
719,0.63,5378,1,0,2,2
720,2.233,5378,0,0,2,2
721,0.554,5378,0,0,2,2
722,0.21,5378,1,0,2,2
723,0.21,5378,0,1,2,2
724,0.614,5378,0,0,2,2
725,0.752,5378,0,0,2,2
726,0.30000000000000004,5378,0,0,2,2
727,1.02,5378,0,0,2,2
728,1.604,5378,0,1,2,2
729,0.675,5378,1,0,2,2
730,1.304,5378,1,0,2,2
731,0.18,5378,1,0,2,2
732,1.393,5378,1,0,2,2
733,0.28600000000000003,5378,1,0,2,2
734,0.28500000000000003,5378,1,0,2,2
735,1.7990000000000002,5378,1,0,2,2
736,2.293,5378,1,0,2,2
737,1.322,5378,1,0,2,2
738,0.361,5378,1,0,2,2
739,0.644,5378,1,0,2,2
740,0.225,5378,0,0,2,2
741,0.255,5378,0,0,2,2
742,3.013,5378,0,0,2,2
743,0.375,5378,1,0,2,2
744,0.136,5378,1,0,2,2
745,0.5690000000000001,5378,1,0,2,2
746,0.93,5378,0,1,2,2
747,0.895,5378,0,1,2,2
748,1.9480000000000002,5378,1,0,2,2
749,0.179,5378,1,0,2,2
750,0.497,5378,1,0,2,2
751,0.226,5378,1,0,2,2
752,0.134,5378,1,0,2,2
753,0.121,5378,1,0,2,2
754,0.121,5378,1,0,2,2
755,0.11800000000000001,5378,1,0,2,2
756,0.166,5378,1,0,2,2
757,0.853,5378,0,1,2,2
758,0.315,5378,0,1,2,2
759,0.9870000000000001,5378,0,1,2,2
760,0.124,5378,1,0,2,2
761,0.32499999999999996,5378,1,0,2,2
762,0.613,5378,1,0,2,2
763,0.121,5378,1,0,2,2
764,0.41500000000000004,5378,1,0,2,2
765,0.6990000000000001,5378,1,1,2,2
766,0.51,5378,1,1,2,2
767,1.109,5378,1,1,2,2
768,3.9890000000000003,5378,1,1,2,2
769,1.6039999999999999,5378,1,1,2,2
770,0.15,5378,1,1,2,2
